"Metode Penelitian Bisnis","Text","Cet. 17","978-979-8433-24-5","Alfabeta","2013","","","650.01 SUG m","Indonesia","Bandung","650.01","","","","<SUGIYONO>","<Manajemen (Filsafat dan Teori)>","<20180019>"
"BARACAS Barisan Anti Cinta Asrama","Text","Cet. 1","9786026127303","Mizan Media Utama","2017","","","813 PIP KI","Indonesia","Bandung","813","","","","<BAIQ, Pidi. dan Yuda Nurul>","<Fiksi Indonesia>","<20180127><20180128>"
"Norwegian Wood","Text","Cet. 7","9786026208941","KPG","2013","iv+423 hlm; 13,5 x 20 cm","","895.6 MUR","Indonesia","Jakarta","895.6","","","","<MURAKAMI, Haruki>","<Kesusastraaan Jepang>","<20180007>"
"Kamus Geologi dan Ranah Rinangkun","Text","","9786029105285","Badan Geologi Kementrian Eergi Dan Sumber Daya Mineral","2013","","","551.03","Indonesia","Bandung","551.03","","","","<HADIWIDJOYO, Purbo>","<Geologi, Meteorologi, Hidrologi Umum (Kamus)>","<20180051>"
"IQ84 Jilid 1","Text","Cet. 6","9786024240059","KPG","2013","vi + 516 hlm; 13,5 x 20 cm","","895.6 MUR","Indonesia","Jakarta","895.6","","","","<MURAKAMI, Haruki>","","<20180149>"
"Indonesia Poenja Tjerita","Text","Cet. 1","9786022912385","Bentang","2016","xviii + 226 hlm; 20,5 cm","","959.8 DAR","Indonesia","","959.8","","","","<@SejarahRI>","","<20180150>"
"Menzalimi Anak Tanpa Sadar: 12 Kesalahan yang Sering Terjadi dalam Mendidik Anak","Text","Cet. 3","9789790390775","AQWAM","2010","168 hlm; 20,5 cm","","2X7.3 CHO","Indonesia","solo","2X7.3","","","","<CHOMARIA, Nurul>","","<20180151>"
"Muslim Tionghoa Cheng Ho: Misteri Perjalanan Muhibah di Nusantara","Text","Cet. 6","9789794617854","Yayasan Obor Indonesia","2000","xliv+299 hlm; 15 x 22 cm","","959 YUA","Indonesia","Jakarta","959","","","","<YUANZHI, Kong>","","<20180152>"
"Etos Kerja, Pasar, dan Masjid","Text","Cet. 1","9786027984004","LP3ES","2013","xxii+308 hlm; 15,5 x 23 cm","","306.3 MAL","Indonesia","Jakarta","306.3","","","","<MALIK, M. Luthfi>","","<20180153>"
"Zionis & Syiah Bersatu Hantam Islam","Text","Cet. 1","9789790393226","AQWAM","2014","496 hlm; 23 cm","","2X0.02 TAU","Indonesia","solo","2X0.02","","","","<TAUHIDI, Muhammad Pizaro Novelan>","","<20180154>"
"Selagi Masih Muda","Text","Cet. 7","9789790391086","AQWAM","2016","344 hlm; 20,5 cm","","2X0.092 QAR","Indonesia","solo","2X0.092","","","","<AL-QARNI, Aidh Abdullah>","","<20180155>"
"Student Hidjo","Text","Cet. 1","9799781685573","Narasi","2018","186 hlm; 13 x 19 cm","","813 KAR","Indonesia","Yogyakarta","813","","","","<KARTODIKROMO, Marco.>","","<20180156>"
"Iman Kepada Malaikat","Text","Cet. 1","9786027637351","Ummul Qura","2014","304 hlm; 23 cm","","2X3.2 SHA","Indonesia","Jakarta Timur","2X3.2","","","","<SHALABI, Ali Muhammad ash.>","","<20180157>"
"Crisis in the Muslim Mind","Text","","","","","","","2X0.6 ABU","English","","2X0.6","","","","<ABUSULAYMAN, Abdulhamid.>","","<19980204>"
"Islamisasi Pengetahuan","Text","Cet. 1","","","1984","","","2X0.9 FAR","Indonesia","","2X0.9","","","","<Pustaka><FARUQI, Ismail Raji al.>","","<19840349><19840347><19840344><20091060>"
"24 Wajah Billy","Text","","","","","","","823 KEY","Indonesia","","823","","images_(54).jpg","","<KEYES, Daniel.>","","<20101344>"
"The Miracle Of Quranic Motivation","Text","Cet. 1","","CItra Risalah","2010","","","2X1 ANA","Indonesia","","2X1","","","","<ANAS,fathul>","","<20150026>"
"Bagaimana Menyentuh Hati","Text","","","","","","","2X5.1 SII","Indonesia","","2X5.1","","","","<SIISIY, Abbas as.>","<Akhlaq dan Tasawuf>","<200800091>"
"Supernova 6: Inteligensi Embun Pagi","Text","","978-602-291-131-9","Bentang","2016","","","813 LES","Indonesia","Yogyakarta","813","","","","<LESTARI, Dewi.>","","<20160449>"
"Untukmu Segalanya","Text","","","Qanita","2004","","","616.8 ser u","Indonesia","Bandung","616.8","","images_(5).jpg","","<SEROUSSI, Karyn.>","","<20110009><20120280><20110096>"
"Charlie","Text","","","","","","","823 KEY","Indonesia","","823","","images_(64).jpg","","<KEYES, Daniel.>","","<20110496>"
"Demokrasi Ekonomi dan Pembangunan","Text","","","","","","","330 PAM d","Indonesia","","330","","","","<PAMUNGKAS, Sri Bintang.>","<Ilmu Ekonomi>","<20090420>"
"On Becoming Effective Leader","Text","Cet. 1","","Elex Media Computindo","2003","","","303.34 PRI o","Indonesia","","303.34","","","","<PRIHANDONO, Doni.>","<Kepemimpinan>","<20130234>"
"Mengenal Diriku Mengenal Rabb-ku;","Text","","","","","","","2X0 SAK m","Indonesia","","2X0.01","","","Sayid Machzar","<SAKINAH, Nongki.><Asistensi Agama dan Etika Islam ITB>","","<20081025>"
"Bukan dari Ajaran Islam","Text","","","Bina Ilmu","1977","","","2X4.05 GHA b","Indonesia","Surabaya","2X4.05","","","","<GHAZALY, Mohammad al.><Mu'ammal Hamidy>","<Fikih><Sunnah dan Bid'ah>","<20091162>"
"Masalah Negara Berkembang","Text","","","","","","","337 RUD m","Indonesia","","337","","","","<RUDY, Teuku May.>","<Ekonomi Internasional>","<20110755>"
"Pesan untuk Anakku","Text","Cet. 1","","Libri","2013","","","158.24 TEO","Indonesia","","158.24","","","","<TEO, Jimmy.>","<Hubungan Individu dengan Anggota Keluarga>","<20130369>"
"Mengenal Lebih Dekat UU No. 23/2002 tentang PErlindungan Anak","Text","","","","","","","344.03 JON m","Indonesia","","344.03","","","","<JONI, Muhammad.>","<Hukum Kesejahteraan Sosial>","<20070136>"
"Prophethood in Islam","Text","","","Markazi Maktaba Islami","","","","2X9.1 SID","Indonesia","Delhi","2X9.1","","","","<SIDDIQUI, Abdul Hameed.>","<Kenabian>","<20110587>"
"Jesus Propeth of Islam","Text","","","Diwan Press","1977","","","R 232 ATA j","English","Norfolk","232","","","","<RAHIM, Muhammad 'Ata ur.>","<Yesus>","<20110580>"
"The Arabs; A Short History","Text","Cet. 3","","Princeton University Press","1962","","","R 953.9 HIT","English","","953.9","","","","<HITTI, Philip K.>","<Sejarah - Arab>","<20150107>"
"History of The Arabs","Text","Cet. 1","9789790245815","Serambi","2013","","","953.9 HIT h","Indonesia","Jakarta","953.9","","","","<HITTI, Philip K.><R. Cecep Lukman Yasin>","<Sejarah - Arab>","<20150257>"
"Budaya Tanding","Text","Cet. 1","","Pustaka Pelajar","1995","","","306 NAD","Indonesia","","306","","images_(14).jpg","","<NADJIB, Emha Ainun.>","","<20080379>"
"Kevin","Text","","","","","","","823 HAY","Indonesia","","823","","","","<HAYDEN, Torey.>","","<20110020>"
"The Kill Order","Text","Cet. 3","9789794338926","Mizan","2015","425 hlm; 21 cm","Seri bestseller THE MAZE RUNNER","823 DAS t","Indonesia","Bandung","823","","","","<DASHNER, james><CANDAR, yunita>","<Novel Inggris>","<201800141>"
"Titian Nabi","Text","","","","","","","813 SAI t","Indonesia","","813","","","","<SAID, Muhammad Masykur A.R.>","","<20170122>"
"Mengenal Islam di Amerika","Text","","","BITREAD Digital Books","","","","2x0.373  ALI m","Indonesia","","2x0.373","","","","<ALIM, Yusmin>","","<20180096>"
"A Monstrous Regiment of Women:Misteri Pembunuhan di Bait Allah","Text","Cet. 1","9786029225501","Qanita","2012","332 hlm; 20 cm","","823 KIN a","Indonesia","Bandung","823","","","","<KING, Laurie R.><Nur Aini>","<Novel Inggris>","<20180142>"
"50 Kisah tentang Buku , Cinta, dan Cerita-Cerita Diantara Kita","Text","Cet. 1","","PT Bentang Pustaka","2017","","","070.5 SAL L","Indonesia","Yogyakarya","070.5","","","","<FARIDI, Salman>","<Penerbitan>","<20180132>"
"Membuat Anak Gila Membaca","Text","","","Pro-U Media","2015","","","372.4 ADH m","Indonesia","Yogyakarta","372.4","","","","<ADHIM, Mohammad Fauzil.>","<Pendidikan>","<20180012>"
"Kompilasi Perundang-undangan tentang Ekonomi Syariah","Text","Cet. 1","9789791488341","Gaung Persada Press","2008","v + 194 hlm; 21 cm","","2X6.3 PRI k","Indonesia","Tanggerang Selatan","2X6.3","","","","<TIM MANAJEMEN PRIDES>","<Sistem Ekonomi><hukum ekonomi syariah>","<20180074>"
"Matan Kumpulan Sains Al-Qur'an","Text","Cet. 1","9786023690381","Thursina Mediana Utama","2016","xvi + 192 hlm; 21 cm","","2X0.5 SAM m","Indonesia","Bandung","2X0.5","","","","<SAMBAS, syukardi><IDRIS>","<sains dan islam>","<20180106>"
"How to do Media and Cultural  Studies: Panduan untuk Melaksanakan Penelitian dalam Kajian Media dan Budaya","Text","","9789793062945","Bentang","2006","xvi + 226 hlm; 20 cm","","302.207 STO h","Indonesia","Yogyakarta","302.207","","","","<STAKES, jane><ASTUTI, santi indra>","<Cultura Studies><BUDAYA, kajian>","<20180085>"
"Sejarah dan Metode Dakwah Nabi","Text","Cet. 1","9795410989","pustaka firdaus","1997","xx + 239 hlm; 21 cm","","2X7.2 YAQ s","Indonesia","Jakarta","2X7.2","","","","<YAQUB , Ali Mustafa>","<Metode Dakwah><Sejarah Nabi Muhammad Saw>","<20180038>"
"Muhammad Al-Fatih: Kebangkitan","Text","","9786021695326","Salsabila","2016","296 hlm; 20 cm","Komik Pahlawan Islam","2X9.8  SAT m","Indonesia","Jakarta","2X9.8","","","","<Satria, Handri>","<Muhammad Al-Fatih><Pahlawan Islam>","<20180006>"
"Muhammad Al-Fatih: Penaklukan","Text","","9786021695388","Salsabila","2016","324 hlm; 20 cm","","2X9.8 SAT m","Indonesia","Jakarta","2X9.8","","","","<Satria, Handri>","<Muhammad Al-Fatih><Pahlawan Islam>","<20180004>"
"Muhammad Al-Fatih: Perang Varna","Text","Cet. 1","9786021695340","Salsabila","2016","316 hlm; 20 cm","Komik Pahlawan Islam","2X9.8 SAT m","Indonesia","Jakarta","2X9.8","","","","<Satria, Handri>","<Muhammad Al-Fatih><Pahlawan Islam>","<20180005>"
"Jejak Soekarno di Bandung(1921-1934)","Text","Cet. 1","9789797099237","Kompas Media Nusantara","2015","xiv + 241 hlm; 20 cm","","959.803 SUG j","Indonesia","Jakarta","959.803","","","","<SUGANDA, her>","<Sejarah Indonesia><SOEKARNO>","<20180130>"
"Islam, Culture, and Education","Text","","","PT Remaja Rosdakarya","2014","","","2x0.3 ALW i","Indonesia","Bandung","2x0.3","","","","<ALWASILAH, A. Chaedar.>","<islam dan kebudayaan>","<20180049>"
"Pendidikan Kaum Tertindas","Text","Cet. 6","","Pustaka LP3ES Indonesia","2008","","","370 FRE p","Indonesia","Jakarta","370","","","","<FREIRE, Paulo.><Tim Redaksi>","<Pendidikan - Filsafat>","<20180015>"
"Begitu Ya Begitu Tapi Mbok Jangan Begitu","Text","Cet. 1","9786023913008","DIVA press","2016","416 hlm; 20 cm","","814 DAN b","Indonesia","Yogyakarya","814","","","","<DANARTO>","<Esai Indonesia>","<20180003>"
"Tafsir Populer Al-Fatihah","Text","Cet. 1","9786028236997","Mizan Media Utama","2011","267 hlm; 19 cm","","2X1.4 ALC t","Indonesia","Bandung","2X1.4","","","","<ALCAFF, muhammad>","<Tafsir Al-Quran>","<20180076>"
"Sherlock Holmes Short Stories #2","Text","","617125006","Gramedia Pustaka Utama","2017","195 hlm; 18 cm","","823 DOY s","English","Jakarta","823","","","","<DOYLE, Arthur Conan.>","<Novel Inggris>","<20180001>"
"Kisah-Kisah Masjid","Text","Cet. 1","9789793981062","Qorina","2005","532 hlm; 18 cm","","2X4.125 NIS k","Indonesia","Jakarta Selatan","2X4.125","","","","<NISYABURI, ridha><Ibnu Alwi Bafaqih>","<Masjid>","<20180126>"
"Ramadhan Inspiratif","Text","","","Aksara Salman ITB","2017","273 hal","","2x4.13 ADI k","Indonesia","Bandung","2X4.13","","","","<ADI, Akbar malik>","","<20180027>"
"Bilik-Bilik CInta Muhammad; Kisah Sehari-hari Rumah Tangga Nabi","Text","Cet. 6","978-979-024-129-9","Zaman","2009","383 hal, SC","","2X9.12 ABA b","Indonesia","Jakarta","2X9.12","","","","<ABAZHAH, Nizar.><Asy'ari Khatib>","<Sirah Nabi, Nabawiyah, Sejarah Nabi Muhammad SAW>","<20180139>"
"Seribu Masjid Satu Jumlahnya","Text","Ed. 2 Cet. I","978-979-433-923-7","Mizan","2016","196 hlm; 20,5 cm","","811 NAD s","Indonesia","Bandung","811","","","","<NADJIB, Emha Ainun.>","<Puisi>","<20180129>"
"Saat Hidayah Menyapa","Text","Cet. 1","978-602-95316-4-0","Daun Publishing","2010","","","2X3 ANU","Indonesia","Jakarta","2X3","","","","<ANUZ, Fariq Gasim.>","<Aqidah>","<20180095>"
"Saifuddin Quthuz","Text","Cet. 1","978-979-1093-46-0","Alwafi Publishing","2017","184 hlm","Seri Pahlawan Islam","2X9.4 QAS s","Indonesia","Sukoharjo","2X9.4","","","","<QASIM, Qasim Abduh><M. Isa Anshori>","<Zaman Daulah Abbasiyah>","<20180134>"
"Kerukunan Beragama dan Kontroversi Penggunaan Kata "Allah" dalam Agama Kristen","Text","","978-602-250-271-5","Gema Insani Press","2015","312 hlm; 20,5 cm","","2X3.93 HUS","Indonesia","Jakarta","2X3.93","","","","<HUSAINI, Adian.>","<Islam dan Kristen>","<20180013>"
"Ranah 3 Warna","Text","Cet. 11","978-979-22-6325-1","Gramedia Pustaka Utama","2011","477 hlm","","813 FUA","Indonesia","Jakarta","813","","","","<FUADI, A.>","","<20180131>"
"Mengenal Pribadi Agung Nabi Muhammad","Text","Cet. 3","","PT Aqwam Media Profetika","2017","","","2X9.12 MUH m","Indonesia","solo","2X9.12","","","","<TIRMIDZI, Abu Isa Muhammad bin.><Nila Noer Fajariyah>","<Sirah Nabi, Nabawiyah, Sejarah Nabi Muhammad SAW>","<20180138>"
"Komunikasi Massa","Text","Cet. 1","","Simbiosa Rekatama Media","2004","","","302.2 ARD k","Indonesia","Bandung","302.2","","","","<ARDIANTO, Elvinaro.><Lukiati Komala E>","","<20180086>"
"Rumah Tanpa Jendela","Text","Cet. 1","","Republika Penerbit","2017","","","813 NAD r","Indonesia","Jakarta","813","","","","<NADIA, Asma.>","","<20180140>"
"Hukum Ekonomi Syariah","Text","Cet. 1","9789790070615","Sinar Grafika Offset","2008","vii + 244 hlm; 23 cm","","2X6.3 ALI h","Indonesia","Jakarta","2X6.3","","","","<ALI, zainuddin>","<Ekonomi Islam>","<20180102>"
"Ekonomi Islam: suatu kajian kontemporer","Text","Cet. 1","9799795617296","Gema Insani Press","2001","202 hlm; 24 cm","","2x6.3 KAR e","Indonesia","Jakarta","2X6.3","","","","<KARIM, Adiwarman A.>","<Ekonomi Islam>","<20180100>"
"Perang Demi Uang; Kebusukan Media, Politikus, dan Pebisnis Perang","Text","Cet. 1","","Profetik","2005","","","330 GOO","Indonesia","","330","","","","<GOODMAN, Amy.><David Goodman><SETYARINI, Evi.>","","<20120378>"
"Cita-cita","Text","","","","","","","301 DAW","Indonesia","","301","","","","<DAWAMI, M. Iqbal.>","","<20120442>"
"al-'Asma' al-Husna; Rahasia Nama-nama Indah Allah","Text","","","","","","","2X3.12 GHA","Indonesia","","2X3.12","","","","<GHAZALI, al.>","","<20090739>"
"Takkan Pernah Menyerah; Catatan Hati Ketangguhan Bunda","Text","Cet. 1","","Qanita","2013","xii+136 h.; 20.5 cm","","818 MEU","Indonesia","","818","","","","<MEUTIA, Sari.>","","<20130361>"
"Melacak Jejak Tuhan dalam Bisnis","Text","","","","","","","2X3.1 GOL","Indonesia","","2X3.1","","","","<GOLSHANI, Mehdi.>","","<20040320>"
"Kompetensi Sekertaris Profesional","Text","Ed. 1","9789797315481","Penerbit Andi","2006","x + 258 hlm; 23 cm","","651.3  WUR k","Indonesia","Yogyakarya","651.3","","","","<WURSANTO, Ignatius>","<sekertaris><perkantoran>","<201800092>"
"Sejarah Dakwah","Text","Cet. 1","","Simbiosa Rekatama Media","2016","","","2X7.2 SYA s","Indonesia","Bandung","2X7.2","","","","<RS, Syamsuddin>","",""
"Gerbang Agama-Agama Nusantara","Text","Cet. 1","","Komunitas Bambu","2017","","","2X3.9 TUM g","Indonesia","Depok","2X3.9","","","","<TUMANGGOR, Rusmin>","","<20180136>"
"Pedoman Kriteria Zakat untuk Kinerja Unggul","Text","Cet. 1","","Penerbit Forum Zakat","2011","","","2x4.14 ICH z","Indonesia","Jakarta","2x4.14","","","","<ICHSAN, M. Surjani>","","<20180083>"
"Kompetensi Sekretaris Profesional","Text","Ed.1","","Penerbit Andi","2006","","","651.3 WUR k","Indonesia","Yogyakarya","651.3","","","","<WURSANTO, Ignatius>","","<20180092>"
"Dasar Dasar Public Relation","Text","Cet. 3","","PT Remaja Rosdakarya","2004","","","000 SOE","Indonesia","","000","","","","<SOEMIRAT soleh>","","<20150020>"
"Para Superkaya Indonesia; Sebuah Dokumentasi Gaya Hidup","Text","","","","","","","001 BAR","Indonesia","","001","","","","<WARDHANA, Veven SP.>","","<20070221>"
"Masyarakat Islam","Text","Cet. 2","","Yayasan At-Taufiq","1978","135 hal. Cover bersampul gambar","","2X6.1 NUR","Indonesia","Bandung","2X6.1","","","","<QUTB, Sayyid.>","","<20180123>"
"Maryamah Karpov","Text","","","","","","","813 HIR","Indonesia","","813","","images_(96).jpg","","<HIRATA, Andrea.>","","<20090395>"
"Membangun Sistem Ekonomi Alternatif; prespektif islam","Text","Cet. 7","9795561014","Risalah Gusti","2002","x + 360 hlm; 23 cm","","2X6.3 NAB m","Indonesia","Surabaya","2X6.3","","","","<AN-NABHANI, taqiyuddin>","<Ekonomi Islam>","<20180081>"
"Ekonomi Syariah dalam Sorotan","Text","","9799753902","Masarakat Ekonomi Syariah","2003","210 hlm; 23 cm","","2X6.3 BAK e","Indonesia","Jakarta","2X6.3","","","","<BAKHRI, Mokh. Syaiful.>","<Ekonomi Islam>","<20180124>"
"Biografi Imam Malik: kehidupan, sikap dan pendapatnya","Text","","9789790392700","AQWAM","2013","vii + 227 hlm; 23 cm","","2X98 ASY b","Indonesia","solo","2X98","","","","<ASY-SYINAWI, abdul aziz>","<Imam Malik>","<20180026>"
"Biografi Imam Ahmad Bin Hambal: kehidupan, sikap dan pendapat","Text","","9789790392892","AQWAM","2013","viii + `286 hlm; 23 cm","","2X9.8 ASY b","Indonesia","solo","2X9.8","","","","<ASY-SYINAWI, abdul aziz>","<Imam Ahmad Bin Hambal><Hanabaliah>","<20180025>"
"KONTROPERSIAL: kumpulan cerpen aksara salman ITB","Text","Cet. 1","9786022258964","Leutikaprio","2014","vii + 112 hlm; 19 cm","","813 NUR k","Indonesia","Yogyakarya","813","","","","<NURLATIFAH, Aikhalid.><RESWARI, ardhani><FATIMA, choirunisa>","<Novel Indonesia>","<20180097>"
"1421 Saat Cina Menemukan Dunia","Text","Cet. 1","9789793064284","Pustaka alvabet","2006","xiv + 505 hlm; 23 cm","","950.2 MEN e","Indonesia","Jakarta","950.2","","","","<MANZIES, gavin><MUSYADAD, tufel najib>","<Penjelajahan Dunia><China>","<20180054>"
"Biografi Imam Syafi'i: kehidupan, sikap dan pendapatnya","Text","Cet. 4","9789790392830","AQWAM","2013","ix + 334 hlm; 23 cm","","2X9.8 SYA b","Indonesia","solo","2X9.8","","","","<ASY-SYINAWI, abdul aziz>","<Biografi imam syafi'i>","<20180024>"
"Fiqih Keluarga: petunjuk praktis hidup sehari-hari","Text","Cet. 1","9786024181260","Mizania","2017","344 hlm; 24 cm","","2X4 IZZ f","Indonesia","Bandung","2X4","","","","<IZZAN, ahmad><SAEHUDIN>","<Fiqih><Fiqih Keluarga>","<20180133>"
"Teori Kesusastraan","Text","","616202050","Gramedia Pustaka Utama","2016","ix + 418 hlm; 21 cm","","801 WEL t","Indonesia","Jakarta","801","","","","<JOVANOVICH, harcourt vbrace>","<Teori sastra>","<20180008>"
"Muslim Kaffah, dalam Perspektif Saintis: koreksi terhadap pemikiran Stephen Hawking","Text","Cet. 1","9786027861053","Penerbit ITB","2015","9a + 157 hlm; 21 cm","","2X0. SAT m","Indonesia","Bandung","2X0.","","","","<SATRIA, suparno>","<Islam - Umum>","<201800048>"
"Pembangunan Infrastruktur: berbasisi data dan peta GPS/GIS/IT","Text","Cet. 1","9789798036149","Penerbit bintang","2011","xiii + 72 hlm; 21 cm","","690 KEM p","Indonesia","Surabaya","690","","","","<KEMENTRIAN PEKERJAAN UMUM>","<Infrastruktur Indonesia>","<20180059>"
"Pasang Naik Kulit Berwarna (The rising tide color)","Text","Cet. 2","9786029906400","Musem KAA","2013","xxxii + 288 hlm; 20 cm","","323 STO p","Indonesia","Bandung","323","","","","<STODARD, lothrop>","<Asis Afrika><Politik Kulit Berwarna>","<20180121>"
"Kazak dan Penyerbuan","Text","Cet. 1","9786028252263","Jalan Sutra","2010","vii + 373 hlm; 19 cm","","891.7 TOL k","Indonesia","Yogyakarta","891.7","","","","<TOLSTOY, Leo.>","<Novel Rusia>","<20180030>"
"Islam: risalah cinta dan ke","Text","Cet. 1","9789794337585","Mizan","2013","xviii + 213 hlm; 20 cm","","2X5.2 BAG i","Indonesia","Bandung","2X5.2","","","","<BAGIR, Haidar.>","<Tasawuf><Cinta>","<20180077>"
"The Scorch Trials","Text","Ed. 2 Cet. 5","","Mizan Fantasi","2014","","","823 RIO","Indonesia","","823","","","","<DASHER, James.>","","<20150123>"
"The Journal of a Muslim Traveler","Text","","","","","","","2X6.13 SUS","Indonesia","","2X6.13","","","","<SUSETYO, Heru.>","","<20110140><20110139>"
"Kenapa Umat Islam Tertinggal","Text","Cet. 1","","Pustaka Alkautsar","2013","","","2X6.1 ARS","Indonesia","","2X6.1","","","","<ARSLAN, Syaikh Syakib.>","","<20140643>"
"Man Jadda Wajada","Text","","","","","","","2X4 ZAI","Indonesia","","2X4","","Man_Jadda_Wajada._The_Art_of_Exellent_Life.jpg","","<ZAINUDIN, Akbar.>","","<20130222>"
"Gerakan Keagamaan dan Pemikiran 1","Text","Cet. 1","","al-Ishlahy","1993","","","2X6.6 WAM g","Indonesia","","2X6.6","","","","<WAMY><RIDHA, Abu.>","<Organisasi Islam>","<20020030>"
"Metode Menjemput Maut","Text","","","Mizan","","","","2X3.51 GHA m","Indonesia","Bandung","2X3.51","","","","<GHAZALI, al.><Ahsin Mohamad>","<Akhlaq dan Tasawuf><Kematian>","<201105011><20020179><20090742>"
"How to Enjoy Your Life","Text","Cet. 1","","Zikrul","2013","","","2X5.1 MAN h","Indonesia","","2X5.1","","","","<MANSUR, Yusuf.>","<Akhlak>","<20130386>"
"Tasawuf Untuk Kita Semua","Text","Cet. 1","","OReilly","2014","","","2X5.2 GUL t","Indonesia","","2X5.2","","tasawuf.png","","<GULEN, Muhammad Fethullah.>","<Tasawuf>","<20150130>"
"Pribadi Muslim","Text","Cet. 2","","","1970","","","2X5.1 THA p","Indonesia","","2X5.1","","","","<THAHA, Nashruddin.>","<Akhlak>","<20110433>"
"Aura Wanita-wanita Sufi","Text","","","","","","","2X5.2 SUL a","Indonesia","","2X5.2","","","","<SULAMI, Abu Abdurrahman.>","<Tasawuf>","<20090406>"
"Bersatu dengan Allah","Text","","","","","","","2X5.2 MUS b","Indonesia","","2X5.2","","","","<MUSTOFA, Agus.>","<Akhlaq dan Tasawuf>","<20050293>"
"Bagaimana Memahami Syariat Islam","Text","Cet. 1","","Islamuna Press","1991","xv + 384 hlm. ; 21cm","","2X4 QAR b","Indonesia","Jakarta","2X4","","","","<QARDHAWY, Yusuf><Nabhani Idris>","<Fikih><Samsoe B>","<20170794>"
"Bekal Hidup Menuju Surga","Text","Cet. 3","","","1988","","","2X3.54 SYU b","Indonesia","","2X3.54","","","","<SYUREICH, H.M.>","<Surga>","<20110406>"
"Anda Pun BIsa Menjadi Hafidz al-Qur'an","Text","Cet. 2","","","2009","","","2X1.7 RAU a","Indonesia","","2X1.7","","","","<RAUF, Abdul Aziz Abdur.>","<al-Qur'an - Hafalan>","<20130394>"
"Ijtihad dalam Syari'at Islam","Text","","","","","","","2X4.03 QAR i","Indonesia","","2X4.03","","","","<QARADHAWI, Yusuf al.>","<Fiki - Ijtihad>","<20090505>"
"Kerudungmu Tak Sekedar Cantik","Text","Cet. 1","","","","","","2X4.95 SAN k","Indonesia","","2X4.95","","","","<SANG, Ratih.>","<Pakaian dan Perhiasan menurut Islam>","<20140343>"
"Kuliah, Kerja, Nikah Asyik Banget","Text","Cet. 2","","","","","","2X4.31 ABD","Indonesia","","2X4.31","","","","<ABDULLAH, Mas Udik.>","<Pernikahan>","<20060530>"
"Masihkan Tersisa Kuburan untuk Putriku","Text","","","","","","","2X3.51 SAB m","Indonesia","","2X3.51","","","","<MATTA, M. Anis.><SABILI, Tim.>","<Kematian>","<20060531>"
"Menjadi Muslim Prestatif","Text","","","","","","","2X5.1 GYM m","Indonesia","","2X5.1","","","","<GYMNASTIAR, Abdullah.>","","<20060335>"
"Calon Penghuni Surga","Text","Cet. 1","","","2001","","","2X3.541 TAL c","Indonesia","","2X3.541","","","","<Pustaka><TALIDI, Abdullah al.>","<Surga>","<20010284>"
"Muslimah Menyambut Ramadhan","Text","","","","","","","2X4.139 ALI m","Indonesia","","2X4.139","","","","<ALI, Abu Anas Husein bin.>","<Puasa>","<20060670><20060539>"
"Kisah-kisah Hewan Yang Menghiasi Pentas Sejarah Para Nabi IV","Text","","","","","","","2X3.46 USM k","Indonesia","","2X3.46","","","","<USMAN, M. Ali.>","<Cerita-cerita Nabi>","<20091300>"
"Kisah-kisah Hewan Yang Menghiasi Pentas Sejarah Para Nabi II","Text","","","Bulan Bintang","","","","2X3.46 USM k","Indonesia","","2X3.46","","","","<USMAN, M. Ali.>","<Cerita-cerita Nabi>","<20091298>"
"Kisah-kisah Hewan Yang Menghiasi Pentas Sejarah Para Nabi III","Text","Cet. 1","","Bulan Bintang","1978","","","2X3.46 USM k","Indonesia","","2X3.46 USM k","","","","<USMAN, M. Ali.>","<Cerita-cerita Nabi>","<20091299>"
"Elantris The Curse of The Holy City","Text","Cet. 1","","Mizan","2015","","","823 SAN","Indonesia","","823","","","","<SANDERSON, Brandon.>","","<20150166>"
"Keep Your Hand Moving","Text","","","PT gramedia pusataka utama","2010","","","808.02  HOL k","Indonesia","Jakarta","808.02","","","","<HOLID, Anwar.>","",""
"Muslim Kaffah -1 Dalam Persepsi Sains","Text","Cet. 1","","Penerbit ITB","2015","","","103","Indonesia","Bandung","103","","","","<SATIRA, Suparno>","",""
"The Lost City of Z","Text","Cet. 1","","Gramedia Pustaka Utama","2015","","","823 GRA","Indonesia","","823","","","","<GRANN, David.>","","<20150143>"
"Kitabul Iman; Pokok-pokok Keimanan","Text","","","","","","","2X3.1 WAZ","Indonesia","","2X3.1","","","","<WAZAF, Abdullah al.><Ahmad Salamah>","","<20010180>"
"Islamic Character Building","Text","Cet. 1","","Salamadani","2014","","","2X0 AUS i","Indonesia","Bandung","2X0","","203550200_xl.jpg.jpg","","<AUSOP, Asep Zaenal.>","","<20150024><20140560>"
"The Jacatra Secret; Misteri Simbol Satanic di Jakarta","Text","Cet. 2","","Bentang","2013","x + 438 hlm.; 20.5 cm","","813 RID j","Indonesia","","813","","","","<RIDYASMARA, Rizki.>","","<20130323>"
"jl. " Asmarandana" Cerpen Pilkihan Kompas 2005","Text","","9789797091972","Penerbit Buku Kompas","2005","xiiv + 170 hlm; 21 cm","","813 KOM j","Indonesia","Jakarta","813","","","","<PENERBIT BUKU KOMPAS><NURHAN, Kenedi.>","<Cerpen, Antologi>","<20180113>"
